time,position_z,velocity_z,velocity_lateral
418.658,1401.514,-3.482,7.322
418.839,1400.881,-3.496,7.588
419.02,1400.252,-3.468,7.164
419.202,1399.619,-3.481,6.808
419.383,1398.985,-3.516,6.776
419.563,1398.354,-3.511,6.642
419.743,1397.724,-3.493,6.929
419.924,1397.091,-3.512,6.814
420.103,1396.46,-3.501,6.59
420.284,1395.828,-3.51,6.457
420.463,1395.199,-3.489,6.15
420.644,1394.567,-3.494,5.877
420.825,1393.935,-3.513,5.957
421.005,1393.304,-3.512,6.05
421.184,1392.68,-3.424,6.652
421.369,1392.041,-3.51,6.787
421.548,1391.41,-3.514,6.842
421.728,1390.779,-3.513,6.784
421.907,1390.152,-3.476,7.162
422.089,1389.519,-3.5,7.39
422.269,1388.891,-3.469,6.982
422.451,1388.256,-3.511,6.881
422.631,1387.625,-3.514,6.881
422.81,1386.996,-3.5,6.661
422.99,1386.365,-3.504,6.846
423.17,1385.738,-3.461,7.29
423.353,1385.113,-3.395,7.986
423.538,1384.472,-3.513,8.072
423.718,1383.841,-3.512,8.125
423.897,1383.213,-3.491,7.845
424.078,1382.582,-3.499,7.625
424.258,1381.954,-3.471,7.229
424.44,1381.32,-3.506,7.079
424.619,1380.695,-3.444,6.564
424.802,1380.062,-3.48,6.217
424.983,1379.434,-3.459,6.663
425.166,1378.803,-3.465,7.085
425.348,1378.169,-3.509,7.196
425.527,1377.539,-3.501,7.397
425.707,1376.913,-3.454,7.864
425.889,1376.278,-3.51,7.952
426.069,1375.653,-3.457,7.497
426.251,1375.02,-3.487,7.198
426.432,1374.393,-3.463,7.622
426.614,1373.759,-3.511,7.679
426.793,1373.131,-3.491,7.407
426.974,1372.499,-3.506,7.271
427.153,1371.871,-3.493,7.016
427.333,1371.24,-3.504,7.176
427.513,1370.61,-3.506,7.307
427.693,1369.981,-3.505,7.443
427.872,1369.352,-3.496,7.669
428.052,1368.722,-3.5,7.481
428.232,1368.092,-3.503,7.323
428.412,1367.463,-3.504,7.466
428.592,1366.833,-3.503,7.622
428.771,1366.203,-3.509,7.662
428.951,1365.574,-3.51,7.664
429.13,1364.945,-3.502,7.83
429.31,1364.325,-3.401,7.167
429.495,1363.687,-3.503,7.001
429.674,1363.058,-3.491,6.743
429.854,1362.431,-3.476,6.391
430.035,1361.799,-3.505,6.521
430.215,1361.17,-3.509,6.49
430.394,1360.546,-3.451,6.957
430.576,1359.916,-3.463,7.373
430.758,1359.283,-3.508,7.425
430.937,1358.654,-3.508,7.368
431.117,1358.028,-3.478,7.031
431.297,1357.396,-3.508,7.004
431.477,1356.77,-3.476,6.658
431.658,1356.148,-3.397,5.987
431.843,1355.509,-3.509,5.949
432.022,1354.887,-3.436,6.476
432.197,1354.297,-3.288,7.465
432.388,1353.647,-3.505,7.649
432.888,1351.895,-3.505,7.373
433.068,1351.271,-3.456,6.935
433.25,1350.64,-3.489,7.195
433.43,1350.01,-3.507,7.166
433.609,1349.381,-3.507,7.157
433.788,1348.754,-3.498,7.33
433.968,1348.125,-3.504,7.427
434.147,1347.497,-3.503,7.534
434.326,1346.869,-3.503,7.64
434.505,1346.254,-3.357,6.839
434.693,1345.613,-3.492,6.589
434.872,1344.986,-3.477,6.914
435.053,1344.356,-3.503,7.026
435.232,1343.729,-3.491,7.257
435.412,1343.103,-3.464,7.649
435.593,1342.472,-3.502,7.534
435.773,1341.844,-3.506,7.538
435.952,1341.217,-3.499,7.389
436.131,1340.591,-3.482,7.682
436.311,1339.961,-3.497,7.852
436.491,1339.335,-3.487,7.598
436.671,1338.708,-3.474,7.261
436.852,1338.081,-3.47,6.901
437.032,1337.45,-3.504,6.959
437.212,1336.825,-3.474,6.624
437.392,1336.196,-3.494,6.82
437.572,1335.57,-3.484,7.091
437.752,1334.947,-3.436,7.605
437.934,1334.313,-3.505,7.581
438.113,1333.686,-3.503,7.52
438.293,1333.059,-3.498,7.376
438.472,1332.432,-3.495,7.199
438.651,1331.805,-3.493,7.002
438.831,1331.177,-3.504,7.023
439.01,1330.552,-3.479,7.325
439.19,1329.923,-3.492,7.123
439.37,1329.295,-3.502,7.191
439.549,1328.673,-3.452,6.749
439.73,1328.044,-3.469,6.392
439.911,1327.414,-3.502,6.447
440.09,1326.792,-3.456,6.865
440.271,1326.162,-3.492,7.068
440.451,1325.534,-3.502,7.015
440.63,1324.907,-3.503,7.013
440.809,1324.287,-3.427,7.554
440.992,1323.653,-3.502,7.492
441.171,1323.027,-3.499,7.381
441.35,1322.4,-3.502,7.334
441.529,1321.774,-3.495,7.496
441.708,1321.147,-3.497,7.633
441.887,1320.522,-3.486,7.395
442.067,1319.904,-3.389,6.716
442.252,1319.269,-3.483,6.447
442.432,1318.642,-3.489,6.235
442.611,1318.015,-3.492,6.413
442.79,1317.388,-3.501,6.38
442.969,1316.762,-3.501,6.373
443.148,1316.136,-3.5,6.322
443.327,1315.51,-3.497,6.448
443.506,1314.884,-3.497,6.572
443.685,1314.263,-3.44,7.055
443.867,1313.631,-3.501,7.031
444.046,1313.005,-3.499,7.105
444.225,1312.379,-3.5,7.156
444.404,1311.753,-3.498,7.255
444.583,1311.129,-3.476,7.551
444.763,1310.502,-3.499,7.606
444.942,1309.876,-3.5,7.57
445.12,1309.25,-3.5,7.572
445.299,1308.624,-3.5,7.571
445.478,1308.003,-3.446,7.12
445.66,1307.375,-3.472,6.803
445.84,1306.747,-3.499,6.765
446.019,1306.123,-3.482,7.017
446.198,1305.498,-3.477,6.735
446.378,1304.871,-3.495,6.611
446.557,1304.245,-3.498,6.544
446.736,1303.629,-3.392,5.884
446.92,1302.995,-3.482,5.63
447.1,1302.369,-3.49,5.808
447.279,1301.746,-3.468,6.143
447.459,1301.118,-3.492,6.294
447.638,1300.492,-3.498,6.286
447.817,1299.868,-3.488,6.097
447.996,1299.242,-3.498,6.081
448.175,1298.617,-3.497,6.142
448.354,1297.992,-3.497,6.202
448.533,1297.375,-3.405,6.811
448.716,1296.747,-3.432,7.311
448.898,1296.117,-3.496,7.401
449.077,1295.492,-3.496,7.336
449.256,1294.87,-3.462,6.976
449.436,1294.245,-3.462,6.615
449.617,1293.621,-3.453,6.21
449.798,1292.992,-3.497,6.238
449.976,1292.368,-3.489,6.074
450.155,1291.743,-3.495,6.153
450.334,1291.124,-3.428,6.669
450.516,1290.493,-3.497,6.661
450.695,1289.869,-3.49,6.51
450.874,1289.244,-3.496,6.548
451.053,1288.621,-3.482,6.775
451.232,1287.999,-3.456,7.163
451.413,1287.374,-3.456,7.549
451.593,1286.746,-3.496,7.569
451.772,1286.131,-3.396,6.935
451.956,1285.5,-3.463,6.582
452.136,1284.874,-3.487,6.402
452.315,1284.253,-3.446,6.834
452.496,1283.625,-3.488,6.999
452.675,1283.001,-3.489,7.154
452.854,1282.378,-3.481,7.382
453.033,1281.754,-3.48,7.616
453.213,1281.128,-3.494,7.556
453.391,1280.504,-3.492,7.656
453.57,1279.885,-3.437,7.189
453.751,1279.262,-3.427,6.681
453.934,1278.632,-3.492,6.568
454.112,1278.008,-3.494,6.533
454.291,1277.385,-3.494,6.547
454.469,1276.765,-3.452,6.152
454.65,1276.137,-3.494,6.095
454.816,1275.575,-3.279,7.072
455.006,1274.936,-3.437,7.551
455.188,1274.307,-3.494,7.599
455.366,1273.684,-3.49,7.715
455.545,1273.061,-3.487,7.864
455.724,1272.438,-3.476,7.615
455.903,1271.814,-3.48,7.393
456.082,1271.192,-3.467,7.084
456.262,1270.567,-3.482,6.887
456.441,1269.944,-3.488,7.027
456.62,1269.32,-3.493,7.025
456.798,1268.696,-3.493,7.006
456.976,1268.075,-3.468,7.307
457.156,1267.453,-3.46,7.654
457.336,1266.827,-3.493,7.631
457.515,1266.204,-3.492,7.588
457.693,1265.581,-3.486,7.74
457.872,1264.958,-3.49,7.652
458.05,1264.343,-3.395,7.027
458.234,1263.712,-3.489,6.9
458.412,1263.088,-3.491,6.965
458.591,1262.467,-3.474,6.71
458.77,1261.844,-3.479,6.495
458.949,1261.227,-3.413,7.05
459.132,1260.602,-3.44,7.489
459.313,1259.977,-3.463,7.81
459.493,1259.352,-3.487,7.932
459.671,1258.729,-3.491,7.884
459.85,1258.107,-3.482,8.066
460.028,1257.489,-3.43,7.583
460.21,1256.861,-3.489,7.677
460.388,1256.24,-3.47,7.406
460.568,1255.618,-3.463,7.088
460.747,1254.999,-3.431,6.615
460.929,1254.372,-3.482,6.439
461.108,1253.752,-3.451,6.822
461.288,1253.135,-3.399,7.421
461.471,1252.504,-3.491,7.396
461.649,1251.882,-3.49,7.385
461.828,1251.26,-3.478,7.182
462.006,1250.638,-3.481,7.363
462.185,1250.015,-3.489,7.308
462.363,1249.394,-3.482,7.144
462.542,1248.771,-3.488,7.221
462.72,1248.149,-3.485,7.092
462.899,1247.527,-3.486,6.981
463.077,1246.905,-3.485,6.864
463.256,1246.283,-3.486,6.757
463.434,1245.667,-3.429,6.281
463.616,1245.04,-3.478,6.484
463.794,1244.42,-3.462,6.799
463.974,1243.796,-3.483,6.936
464.152,1243.176,-3.472,6.696
464.331,1242.552,-3.488,6.705
464.51,1241.932,-3.477,6.504
464.688,1241.32,-3.364,5.787
464.873,1240.687,-3.49,5.826
465.051,1240.066,-3.485,5.723
465.23,1239.446,-3.471,5.478
465.409,1238.827,-3.44,5.902
465.589,1238.21,-3.389,6.529
465.773,1237.584,-3.441,6.949
465.953,1236.965,-3.416,7.474
466.135,1236.337,-3.488,7.477
466.313,1235.717,-3.474,7.263
466.492,1235.095,-3.481,7.416
466.671,1234.484,-3.374,6.738
466.855,1233.854,-3.47,6.482
467.034,1233.231,-3.485,6.398
467.212,1232.61,-3.486,6.43
467.39,1231.989,-3.482,6.559
467.568,1231.37,-3.465,6.835
467.748,1230.747,-3.486,6.847
467.926,1230.126,-3.482,6.97
468.104,1229.505,-3.486,6.994
468.282,1228.885,-3.477,7.169
468.461,1228.265,-3.466,7.434
468.64,1227.643,-3.483,7.536
468.818,1227.026,-3.447,7.915
468.998,1226.406,-3.437,8.341
469.179,1225.783,-3.455,8.008
469.358,1225.16,-3.483,7.913
469.536,1224.54,-3.485,7.924
469.714,1223.919,-3.485,7.898
469.892,1223.299,-3.484,7.971
470.071,1222.681,-3.456,7.649
470.25,1222.059,-3.468,7.401
470.429,1221.44,-3.45,7.043
470.609,1220.817,-3.485,7.08
470.787,1220.198,-3.466,7.335
470.966,1219.577,-3.48,7.467
471.144,1218.956,-3.483,7.408
471.322,1218.338,-3.457,7.094
471.501,1217.719,-3.445,7.475
471.681,1217.096,-3.476,7.3
471.86,1216.476,-3.483,7.242
472.038,1215.855,-3.484,7.206
472.216,1215.236,-3.474,7.389
472.394,1214.616,-3.474,7.207
472.573,1213.997,-3.469,6.983
472.751,1213.378,-3.453,6.648
472.931,1212.756,-3.48,6.541
473.109,1212.136,-3.483,6.498
473.287,1211.516,-3.483,6.477
473.465,1210.897,-3.472,6.277
473.643,1210.277,-3.482,6.233
473.821,1209.657,-3.48,6.339
473.999,1209.038,-3.476,6.186
474.178,1208.418,-3.48,6.095
474.356,1207.798,-3.482,6.077
474.534,1207.184,-3.425,6.542
474.714,1206.559,-3.481,6.623
474.892,1205.94,-3.479,6.734
475.071,1205.321,-3.475,6.891
475.249,1204.701,-3.481,6.963
475.427,1204.086,-3.432,6.533
475.607,1203.465,-3.454,6.215
475.786,1202.843,-3.482,6.2
475.964,1202.226,-3.461,6.47
476.143,1201.607,-3.458,6.757
476.322,1200.989,-3.44,6.366
476.502,1200.368,-3.467,6.588
476.681,1199.749,-3.466,6.824
476.859,1199.128,-3.481,6.852
477.037,1198.512,-3.456,6.551
477.216,1197.896,-3.424,6.087
477.397,1197.273,-3.468,5.869
477.576,1196.653,-3.48,5.921
477.753,1196.034,-3.479,6.001
477.931,1195.417,-3.46,6.273
478.11,1194.797,-3.476,6.396
478.288,1194.179,-3.461,6.132
478.467,1193.56,-3.467,5.915
478.645,1192.942,-3.458,6.193
478.824,1192.323,-3.458,6.471
479.003,1191.704,-3.471,6.644
479.181,1191.086,-3.464,6.409
479.36,1190.468,-3.461,6.15
479.538,1189.848,-3.471,5.978
479.717,1189.232,-3.443,5.613
479.896,1188.611,-3.479,5.583
480.074,1187.994,-3.461,5.327
480.253,1187.374,-3.476,5.225
480.431,1186.756,-3.479,5.252
480.608,1186.139,-3.458,5.525
480.787,1185.526,-3.401,6.072
480.969,1184.904,-3.448,6.406
481.148,1184.283,-3.477,6.321
481.326,1183.666,-3.467,6.525
481.504,1183.048,-3.462,6.764
481.683,1182.432,-3.44,7.139
481.862,1181.811,-3.475,7.04
482.04,1181.194,-3.466,6.833
482.218,1180.576,-3.461,7.08
482.397,1179.957,-3.478,7.084
482.575,1179.339,-3.478,7.073
482.752,1178.724,-3.453,6.777
482.931,1178.104,-3.477,6.742
483.109,1177.486,-3.477,6.744
483.286,1176.872,-3.432,7.152
483.466,1176.255,-3.427,7.585
483.647,1175.633,-3.477,7.608
483.824,1175.015,-3.477,7.615
484.002,1174.399,-3.461,7.376
484.18,1173.78,-3.475,7.299
484.358,1173.164,-3.463,7.516
484.536,1172.551,-3.417,7.99
484.717,1171.929,-3.467,8.177
484.895,1171.317,-3.404,7.65
485.076,1170.696,-3.446,7.317
485.255,1170.077,-3.47,7.167
485.433,1169.459,-3.47,7.318
485.611,1168.845,-3.432,6.914
485.791,1168.225,-3.473,7.012
485.969,1167.609,-3.454,6.734
486.147,1166.99,-3.474,6.66
486.325,1166.373,-3.472,6.546
486.503,1165.758,-3.456,6.282
486.681,1165.14,-3.471,6.152
486.859,1164.523,-3.466,6.333
487.037,1163.906,-3.468,6.487
487.215,1163.288,-3.475,6.496
487.392,1162.672,-3.467,6.662
487.57,1162.055,-3.475,6.672
487.748,1161.44,-3.45,6.969
487.927,1160.822,-3.468,7.117
488.104,1160.205,-3.469,6.982
488.282,1159.59,-3.451,6.692
488.461,1158.972,-3.472,6.595
488.638,1158.364,-3.37,5.947
488.821,1157.738,-3.475,5.988
488.999,1157.122,-3.47,6.109
489.176,1156.506,-3.468,5.968
489.354,1155.889,-3.466,5.802
489.532,1155.282,-3.365,6.465
489.715,1154.659,-3.435,6.842
489.895,1154.041,-3.459,7.071
490.073,1153.425,-3.451,7.353
490.251,1152.81,-3.442,7.686
490.43,1152.191,-3.466,7.532
490.608,1151.575,-3.465,7.361
490.786,1150.961,-3.449,7.656
490.964,1150.343,-3.468,7.78
491.142,1149.729,-3.441,7.442
491.321,1149.121,-3.349,6.729
491.505,1148.5,-3.412,6.25
491.686,1147.878,-3.472,6.193
491.863,1147.262,-3.472,6.17
492.04,1146.648,-3.451,6.446
492.219,1146.034,-3.434,6.072
492.398,1145.418,-3.438,5.723
492.577,1144.799,-3.469,5.819
492.755,1144.184,-3.461,6.013
492.933,1143.57,-3.448,6.304
493.111,1142.96,-3.379,6.908
493.293,1142.337,-3.469,6.789
493.471,1141.722,-3.456,6.559
493.649,1141.106,-3.456,6.33
493.827,1140.492,-3.443,6.647
494.327,1138.77,-3.443,5.763
494.506,1138.153,-3.462,5.935
494.683,1137.543,-3.409,6.416
494.864,1136.924,-3.451,6.681
495.042,1136.31,-3.438,7.021
495.221,1135.695,-3.43,6.639
495.4,1135.077,-3.468,6.545
495.578,1134.463,-3.455,6.315
495.756,1133.846,-3.47,6.34
495.933,1133.24,-3.369,6.977
496.116,1132.62,-3.427,7.375
496.295,1132.001,-3.469,7.436
496.472,1131.387,-3.459,7.243
496.65,1130.773,-3.446,6.952
496.829,1130.156,-3.469,6.914
497.006,1129.541,-3.469,6.865
497.183,1128.928,-3.451,7.119
497.361,1128.313,-3.46,6.943
497.539,1127.699,-3.444,6.645
497.717,1127.086,-3.428,6.258
497.897,1126.468,-3.469,6.227
498.074,1125.853,-3.466,6.33
498.251,1125.239,-3.459,6.514
498.429,1124.628,-3.42,6.936
498.608,1124.012,-3.437,7.273
498.787,1123.395,-3.465,7.384
498.965,1122.781,-3.466,7.477
499.142,1122.167,-3.458,7.286
499.32,1121.553,-3.457,7.484
499.497,1120.937,-3.467,7.428
499.674,1120.323,-3.467,7.389
499.852,1119.713,-3.415,6.947
500.031,1119.095,-3.458,7.136
500.209,1118.48,-3.467,7.087
500.386,1117.87,-3.42,6.668
500.566,1117.258,-3.404,6.18
500.746,1116.639,-3.453,5.951
500.924,1116.024,-3.463,6.073
501.101,1115.412,-3.444,6.358
501.28,1114.796,-3.463,6.24
501.457,1114.182,-3.466,6.29
501.634,1113.568,-3.465,6.364
501.811,1112.956,-3.443,6.652
501.989,1112.343,-3.434,6.993
502.168,1111.727,-3.46,6.849
502.346,1111.117,-3.424,7.241
502.525,1110.501,-3.442,6.95
502.703,1109.891,-3.403,6.461
502.883,1109.272,-3.462,6.342
503.061,1108.662,-3.43,6.705
503.239,1108.048,-3.433,7.05
503.418,1107.431,-3.466,7.033
503.595,1106.818,-3.459,6.887
503.773,1106.212,-3.383,6.322
503.954,1105.591,-3.465,6.253
504.131,1104.978,-3.453,6.463
504.309,1104.364,-3.463,6.378
504.486,1103.751,-3.464,6.441
504.663,1103.14,-3.433,6.101
504.841,1102.528,-3.419,6.511
505.021,1101.912,-3.447,6.76
505.199,1101.3,-3.443,7.036
505.377,1100.686,-3.454,6.845
505.554,1100.072,-3.457,7.001
505.731,1099.461,-3.436,7.319
505.91,1098.846,-3.458,7.176
506.087,1098.233,-3.463,7.236
506.264,1097.62,-3.457,7.387
506.441,1097.008,-3.448,7.628
506.619,1096.396,-3.444,7.366
506.797,1095.785,-3.424,6.983
506.976,1095.169,-3.451,6.771
507.154,1094.556,-3.459,6.901
507.331,1093.944,-3.449,7.127
507.508,1093.335,-3.402,7.607
507.689,1092.718,-3.46,7.713
507.866,1092.105,-3.462,7.761
508.043,1091.494,-3.443,8.027
508.22,1090.88,-3.463,8.056
508.397,1090.268,-3.45,7.848
508.575,1089.657,-3.439,7.558
508.753,1089.044,-3.442,7.291
508.931,1088.431,-3.444,7.034
509.109,1087.82,-3.437,6.735
509.287,1087.205,-3.461,6.796
509.464,1086.595,-3.434,7.112
509.642,1085.981,-3.459,7.0
509.819,1085.369,-3.456,7.138
509.996,1084.756,-3.46,7.05
510.173,1084.144,-3.459,7.151
510.35,1083.539,-3.383,6.601
510.531,1082.921,-3.447,6.37
510.708,1082.318,-3.348,5.691
510.891,1081.696,-3.455,5.529
511.068,1081.086,-3.429,5.87
511.247,1080.471,-3.461,5.906
511.424,1079.866,-3.386,5.368
511.604,1079.247,-3.461,5.406
511.781,1078.64,-3.416,5.813
511.96,1078.031,-3.38,6.37
512.141,1077.416,-3.414,6.783
512.32,1076.802,-3.446,7.008
512.498,1076.196,-3.382,7.558
512.679,1075.577,-3.46,7.614
512.855,1074.977,-3.325,6.863
513.039,1074.354,-3.452,6.67
513.217,1073.742,-3.459,6.616
513.393,1073.134,-3.414,6.205
513.572,1072.52,-3.442,5.953
513.75,1071.916,-3.368,5.354
513.932,1071.296,-3.46,5.413
514.108,1070.69,-3.393,5.916
514.288,1070.075,-3.436,6.208
514.466,1069.462,-3.458,6.148
514.643,1068.852,-3.439,5.882
514.821,1068.239,-3.457,5.96
514.998,1067.629,-3.453,6.107
515.175,1067.021,-3.414,6.514
515.354,1066.406,-3.456,6.615
515.53,1065.795,-3.452,6.763
515.707,1065.185,-3.445,6.98
515.885,1064.573,-3.457,6.901
516.062,1063.963,-3.45,6.735
516.239,1063.354,-3.419,7.114
516.417,1062.741,-3.444,7.337
516.595,1062.13,-3.449,7.519
516.772,1061.519,-3.453,7.391
516.949,1060.909,-3.443,7.164
517.126,1060.298,-3.445,6.951
517.303,1059.692,-3.395,7.435
517.483,1059.078,-3.428,7.761
517.661,1058.465,-3.458,7.757
517.838,1057.86,-3.396,7.274
518.018,1057.244,-3.455,7.173
518.194,1056.636,-3.419,7.546
518.373,1056.024,-3.441,7.308
518.55,1055.412,-3.456,7.251
518.727,1054.802,-3.45,7.408
518.904,1054.192,-3.452,7.537
519.081,1053.581,-3.456,7.479
519.257,1052.971,-3.452,7.357
519.434,1052.361,-3.453,7.464
519.611,1051.754,-3.417,7.083
519.789,1051.14,-3.455,7.143
519.966,1050.53,-3.455,7.078
520.143,1049.92,-3.455,7.128
520.319,1049.31,-3.454,7.211
520.496,1048.699,-3.456,7.191
520.672,1048.091,-3.438,7.443
520.85,1047.48,-3.449,7.285
521.027,1046.87,-3.45,7.151
521.203,1046.26,-3.454,7.215
521.38,1045.65,-3.45,7.081
521.557,1045.04,-3.453,7.0
521.733,1044.434,-3.408,7.417
521.912,1043.827,-3.38,6.883
522.093,1043.211,-3.452,6.767
522.269,1042.601,-3.447,6.606
522.446,1041.992,-3.448,6.759
522.623,1041.382,-3.452,6.848
522.8,1040.772,-3.449,6.712
522.976,1040.162,-3.454,6.664
523.153,1039.557,-3.407,7.084
523.332,1038.945,-3.434,7.354
523.509,1038.336,-3.424,7.684
523.687,1037.727,-3.428,7.988
523.865,1037.116,-3.444,7.799
524.042,1036.506,-3.452,7.725
524.218,1035.896,-3.451,7.626
524.395,1035.287,-3.452,7.71
524.571,1034.678,-3.452,7.635
524.748,1034.074,-3.39,7.144
524.928,1033.459,-3.454,7.137
525.104,1032.851,-3.444,6.957
525.281,1032.241,-3.449,7.076
525.457,1031.633,-3.442,6.883
525.634,1031.023,-3.451,6.973
525.811,1030.415,-3.442,6.779
525.988,1029.805,-3.452,6.719
526.164,1029.197,-3.437,6.95
526.341,1028.596,-3.357,7.564
526.523,1027.979,-3.443,7.754
526.7,1027.372,-3.424,8.071
526.877,1026.761,-3.447,8.202
527.054,1026.152,-3.452,8.182
527.23,1025.548,-3.396,7.725
527.409,1024.936,-3.428,7.43
527.587,1024.329,-3.41,7.039
527.766,1023.719,-3.433,7.296
527.943,1023.109,-3.447,7.171
528.119,1022.502,-3.431,6.901
528.297,1021.892,-3.442,6.716
528.473,1021.286,-3.421,7.048
528.651,1020.677,-3.428,7.334
528.829,1020.067,-3.446,7.467
529.005,1019.458,-3.45,7.416
529.182,1018.85,-3.451,7.387
529.358,1018.243,-3.429,7.667
529.535,1017.633,-3.45,7.731
529.712,1017.025,-3.45,7.774
529.888,1016.417,-3.45,7.75
530.064,1015.809,-3.449,7.811
530.241,1015.201,-3.444,7.669
530.417,1014.598,-3.382,7.158
530.597,1013.986,-3.433,6.909
530.774,1013.376,-3.448,6.835
530.95,1012.769,-3.441,7.015
531.127,1012.163,-3.419,6.683
531.305,1011.554,-3.432,6.93
531.482,1010.946,-3.437,6.723
531.659,1010.337,-3.45,6.732
531.835,1009.729,-3.449,6.733
532.011,1009.121,-3.449,6.685
532.187,1008.514,-3.44,6.868
532.364,1007.906,-3.449,6.876
532.54,1007.298,-3.449,6.871
532.716,1006.692,-3.436,6.661
532.893,1006.087,-3.403,7.074
533.072,1005.475,-3.447,6.989
533.248,1004.87,-3.425,7.278
533.425,1004.26,-3.448,7.231
533.601,1003.656,-3.418,6.9
533.779,1003.046,-3.441,6.742
533.956,1002.438,-3.447,6.816
534.132,1001.831,-3.442,6.96
534.308,1001.23,-3.378,6.442
534.488,1000.619,-3.415,6.094
534.666,1000.013,-3.402,6.503
534.844,999.408,-3.374,7.033
535.024,998.8,-3.383,7.526
535.204,998.187,-3.447,7.462
535.38,997.583,-3.418,7.789
535.558,996.974,-3.441,7.637
535.734,996.367,-3.444,7.744
535.91,995.762,-3.421,7.439
536.088,995.159,-3.375,6.916
536.267,994.546,-3.435,7.121
536.444,993.945,-3.376,7.641
536.624,993.335,-3.407,8.022
536.802,992.725,-3.442,8.156
536.978,992.119,-3.438,8.326
537.155,991.513,-3.423,8.04
537.332,990.906,-3.431,7.805
537.509,990.311,-3.295,7.003
537.693,989.692,-3.435,6.78
537.87,989.085,-3.438,6.944
538.046,988.478,-3.446,6.933
538.222,987.875,-3.404,7.325
538.4,987.265,-3.443,7.223
538.576,986.66,-3.433,7.428
538.753,986.052,-3.442,7.543
538.929,985.446,-3.441,7.671
539.105,984.839,-3.445,7.666
539.281,984.235,-3.422,7.382
539.458,983.628,-3.43,7.15
539.635,983.025,-3.395,6.719
539.814,982.424,-3.335,6.056
539.995,981.808,-3.446,6.012
540.171,981.204,-3.422,6.296
540.348,980.597,-3.437,6.458
540.525,979.99,-3.443,6.516
540.701,979.387,-3.409,6.875
540.879,978.779,-3.439,7.012
541.055,978.172,-3.444,7.011
541.231,977.567,-3.444,7.017
541.407,976.961,-3.443,6.979
541.582,976.36,-3.39,6.531
541.761,975.752,-3.411,6.874
541.939,975.147,-3.402,6.484
542.117,974.54,-3.416,6.799
542.294,973.932,-3.443,6.769
542.47,973.327,-3.439,6.649
542.646,972.721,-3.443,6.695
542.822,972.123,-3.357,7.271
543.002,971.511,-3.434,7.085
543.179,970.905,-3.434,6.914
543.355,970.299,-3.443,6.902
543.531,969.694,-3.436,7.05
543.707,969.088,-3.441,6.982
543.883,968.485,-3.423,7.24
544.06,967.879,-3.431,7.041
544.236,967.276,-3.405,6.673
544.414,966.67,-3.409,6.326
544.591,966.062,-3.442,6.343
544.767,965.465,-3.348,6.952
544.948,964.853,-3.432,7.149
545.124,964.251,-3.397,7.556
545.302,963.644,-3.414,7.24
545.48,963.037,-3.437,7.116
545.656,962.435,-3.403,6.744
545.833,961.827,-3.438,6.643
546.009,961.222,-3.439,6.559
546.185,960.619,-3.425,6.32
546.362,960.016,-3.4,6.704
546.54,959.408,-3.433,6.536
546.716,958.803,-3.44,6.572
546.891,958.199,-3.435,6.438
547.067,957.594,-3.44,6.43
547.243,956.991,-3.416,6.137
547.42,956.385,-3.44,6.085
547.596,955.781,-3.427,5.872
547.772,955.176,-3.433,6.028
547.948,954.576,-3.38,6.5
548.127,953.967,-3.432,6.669
548.303,953.364,-3.423,6.908
548.48,952.758,-3.439,6.846
548.656,952.154,-3.438,6.77
548.831,951.553,-3.398,6.38
549.009,950.946,-3.425,6.152
549.186,950.343,-3.419,6.417
549.362,949.738,-3.427,6.208
549.539,949.133,-3.438,6.259
549.714,948.529,-3.436,6.353
549.89,947.924,-3.439,6.36
550.066,947.321,-3.427,6.558
550.242,946.733,-3.251,7.472
550.428,946.115,-3.403,7.847
550.605,945.509,-3.424,8.072
550.782,944.905,-3.427,8.271
550.958,944.3,-3.438,8.316
551.133,943.696,-3.437,8.361
551.309,943.093,-3.437,8.315
551.485,942.494,-3.376,8.798
551.663,941.888,-3.409,8.474
551.841,941.282,-3.426,8.27
552.017,940.678,-3.436,8.341
552.192,940.076,-3.423,8.564
552.369,939.474,-3.4,8.197
552.546,938.869,-3.421,7.957
552.723,938.264,-3.437,7.943
552.898,937.662,-3.422,7.712
553.075,937.058,-3.43,7.864
553.25,936.454,-3.433,7.749
553.426,935.854,-3.396,7.366
553.604,935.247,-3.434,7.263
553.779,934.647,-3.402,6.911
553.957,934.041,-3.43,6.762
554.133,933.437,-3.435,6.696
554.308,932.835,-3.429,6.858
554.484,932.231,-3.435,6.787
554.66,931.629,-3.429,6.636
554.836,931.025,-3.435,6.679
555.011,930.425,-3.404,7.02
555.188,929.82,-3.425,7.209
555.364,929.216,-3.435,7.269
555.54,928.617,-3.388,6.853
555.718,928.012,-3.413,6.572
555.894,927.41,-3.411,6.276
556.071,926.806,-3.426,6.451
556.247,926.202,-3.431,6.329
556.423,925.602,-3.41,6.627
556.599,924.997,-3.429,6.772
556.775,924.395,-3.426,6.595
556.951,923.793,-3.423,6.393
557.127,923.189,-3.432,6.483
557.303,922.587,-3.432,6.583
557.478,921.995,-3.309,7.301
557.66,921.382,-3.425,7.102
557.836,920.781,-3.409,6.802
558.013,920.179,-3.402,6.46
558.19,919.579,-3.379,6.009
558.368,918.972,-3.434,6.059
558.544,918.37,-3.426,6.223
558.719,917.775,-3.341,6.824
558.9,917.165,-3.434,6.787
559.075,916.564,-3.415,6.529
